s,p,o
http://rdf.geohistoricaldata.org/id/directories/entry/983415,http://rdf.geohistoricaldata.org/def/directory#numEntry,3937031
http://rdf.geohistoricaldata.org/id/directories/entry/983416,http://rdf.geohistoricaldata.org/def/directory#numEntry,3937204
http://rdf.geohistoricaldata.org/id/directories/entry/983417,http://rdf.geohistoricaldata.org/def/directory#numEntry,3937288
http://rdf.geohistoricaldata.org/id/directories/entry/983418,http://rdf.geohistoricaldata.org/def/directory#numEntry,3942968
http://rdf.geohistoricaldata.org/id/directories/entry/983419,http://rdf.geohistoricaldata.org/def/directory#numEntry,3944031
http://rdf.geohistoricaldata.org/id/directories/entry/983420,http://rdf.geohistoricaldata.org/def/directory#numEntry,3944386
http://rdf.geohistoricaldata.org/id/directories/entry/983421,http://rdf.geohistoricaldata.org/def/directory#numEntry,3947411
http://rdf.geohistoricaldata.org/id/directories/entry/983422,http://rdf.geohistoricaldata.org/def/directory#numEntry,3948202
http://rdf.geohistoricaldata.org/id/directories/entry/983423,http://rdf.geohistoricaldata.org/def/directory#numEntry,3949909
http://rdf.geohistoricaldata.org/id/directories/entry/983424,http://rdf.geohistoricaldata.org/def/directory#numEntry,3953372
http://rdf.geohistoricaldata.org/id/directories/entry/983425,http://rdf.geohistoricaldata.org/def/directory#numEntry,3953373
http://rdf.geohistoricaldata.org/id/directories/entry/983426,http://rdf.geohistoricaldata.org/def/directory#numEntry,3953597
http://rdf.geohistoricaldata.org/id/directories/entry/983427,http://rdf.geohistoricaldata.org/def/directory#numEntry,3955234
http://rdf.geohistoricaldata.org/id/directories/entry/983428,http://rdf.geohistoricaldata.org/def/directory#numEntry,3961891
http://rdf.geohistoricaldata.org/id/directories/entry/983429,http://rdf.geohistoricaldata.org/def/directory#numEntry,3961925
http://rdf.geohistoricaldata.org/id/directories/entry/983430,http://rdf.geohistoricaldata.org/def/directory#numEntry,3962512
http://rdf.geohistoricaldata.org/id/directories/entry/983431,http://rdf.geohistoricaldata.org/def/directory#numEntry,3964333
http://rdf.geohistoricaldata.org/id/directories/entry/983432,http://rdf.geohistoricaldata.org/def/directory#numEntry,3965320
http://rdf.geohistoricaldata.org/id/directories/entry/983433,http://rdf.geohistoricaldata.org/def/directory#numEntry,3965321
http://rdf.geohistoricaldata.org/id/directories/entry/983434,http://rdf.geohistoricaldata.org/def/directory#numEntry,3966285
http://rdf.geohistoricaldata.org/id/directories/entry/983435,http://rdf.geohistoricaldata.org/def/directory#numEntry,3967384
http://rdf.geohistoricaldata.org/id/directories/entry/983436,http://rdf.geohistoricaldata.org/def/directory#numEntry,3972480
http://rdf.geohistoricaldata.org/id/directories/entry/983437,http://rdf.geohistoricaldata.org/def/directory#numEntry,3972481
http://rdf.geohistoricaldata.org/id/directories/entry/983438,http://rdf.geohistoricaldata.org/def/directory#numEntry,3972482
http://rdf.geohistoricaldata.org/id/directories/entry/983439,http://rdf.geohistoricaldata.org/def/directory#numEntry,3972483
http://rdf.geohistoricaldata.org/id/directories/entry/983440,http://rdf.geohistoricaldata.org/def/directory#numEntry,3973240
http://rdf.geohistoricaldata.org/id/directories/entry/983441,http://rdf.geohistoricaldata.org/def/directory#numEntry,3973691
http://rdf.geohistoricaldata.org/id/directories/entry/983442,http://rdf.geohistoricaldata.org/def/directory#numEntry,3975001
http://rdf.geohistoricaldata.org/id/directories/entry/983443,http://rdf.geohistoricaldata.org/def/directory#numEntry,3975038
http://rdf.geohistoricaldata.org/id/directories/entry/983444,http://rdf.geohistoricaldata.org/def/directory#numEntry,3979928
http://rdf.geohistoricaldata.org/id/directories/entry/983445,http://rdf.geohistoricaldata.org/def/directory#numEntry,3979929
http://rdf.geohistoricaldata.org/id/directories/entry/983446,http://rdf.geohistoricaldata.org/def/directory#numEntry,3983515
http://rdf.geohistoricaldata.org/id/directories/entry/983447,http://rdf.geohistoricaldata.org/def/directory#numEntry,3984142
http://rdf.geohistoricaldata.org/id/directories/entry/983448,http://rdf.geohistoricaldata.org/def/directory#numEntry,3989306
http://rdf.geohistoricaldata.org/id/directories/entry/983449,http://rdf.geohistoricaldata.org/def/directory#numEntry,3991097
http://rdf.geohistoricaldata.org/id/directories/entry/983450,http://rdf.geohistoricaldata.org/def/directory#numEntry,3991097
http://rdf.geohistoricaldata.org/id/directories/entry/983451,http://rdf.geohistoricaldata.org/def/directory#numEntry,3992166
http://rdf.geohistoricaldata.org/id/directories/entry/983452,http://rdf.geohistoricaldata.org/def/directory#numEntry,3993289
http://rdf.geohistoricaldata.org/id/directories/entry/983453,http://rdf.geohistoricaldata.org/def/directory#numEntry,3993510
http://rdf.geohistoricaldata.org/id/directories/entry/983454,http://rdf.geohistoricaldata.org/def/directory#numEntry,3993961
http://rdf.geohistoricaldata.org/id/directories/entry/983455,http://rdf.geohistoricaldata.org/def/directory#numEntry,3993985
http://rdf.geohistoricaldata.org/id/directories/entry/983456,http://rdf.geohistoricaldata.org/def/directory#numEntry,3996536
http://rdf.geohistoricaldata.org/id/directories/entry/983457,http://rdf.geohistoricaldata.org/def/directory#numEntry,3997569
http://rdf.geohistoricaldata.org/id/directories/entry/983458,http://rdf.geohistoricaldata.org/def/directory#numEntry,3998038
http://rdf.geohistoricaldata.org/id/directories/entry/983459,http://rdf.geohistoricaldata.org/def/directory#numEntry,3998706
http://rdf.geohistoricaldata.org/id/directories/entry/983460,http://rdf.geohistoricaldata.org/def/directory#numEntry,3998706
http://rdf.geohistoricaldata.org/id/directories/entry/983461,http://rdf.geohistoricaldata.org/def/directory#numEntry,3998706
http://rdf.geohistoricaldata.org/id/directories/entry/983462,http://rdf.geohistoricaldata.org/def/directory#numEntry,4001577
http://rdf.geohistoricaldata.org/id/directories/entry/983463,http://rdf.geohistoricaldata.org/def/directory#numEntry,4001812
http://rdf.geohistoricaldata.org/id/directories/entry/983464,http://rdf.geohistoricaldata.org/def/directory#numEntry,4001813
http://rdf.geohistoricaldata.org/id/directories/entry/983465,http://rdf.geohistoricaldata.org/def/directory#numEntry,4004297
http://rdf.geohistoricaldata.org/id/directories/entry/983466,http://rdf.geohistoricaldata.org/def/directory#numEntry,4007696
http://rdf.geohistoricaldata.org/id/directories/entry/983467,http://rdf.geohistoricaldata.org/def/directory#numEntry,4008595
http://rdf.geohistoricaldata.org/id/directories/entry/983468,http://rdf.geohistoricaldata.org/def/directory#numEntry,4009983
http://rdf.geohistoricaldata.org/id/directories/entry/983469,http://rdf.geohistoricaldata.org/def/directory#numEntry,4011009
http://rdf.geohistoricaldata.org/id/directories/entry/983470,http://rdf.geohistoricaldata.org/def/directory#numEntry,4011010
http://rdf.geohistoricaldata.org/id/directories/entry/983471,http://rdf.geohistoricaldata.org/def/directory#numEntry,4011011
http://rdf.geohistoricaldata.org/id/directories/entry/983472,http://rdf.geohistoricaldata.org/def/directory#numEntry,4011385
http://rdf.geohistoricaldata.org/id/directories/entry/983473,http://rdf.geohistoricaldata.org/def/directory#numEntry,4012099
http://rdf.geohistoricaldata.org/id/directories/entry/983474,http://rdf.geohistoricaldata.org/def/directory#numEntry,4016270
http://rdf.geohistoricaldata.org/id/directories/entry/983475,http://rdf.geohistoricaldata.org/def/directory#numEntry,4016830
http://rdf.geohistoricaldata.org/id/directories/entry/983476,http://rdf.geohistoricaldata.org/def/directory#numEntry,4016830
http://rdf.geohistoricaldata.org/id/directories/entry/983477,http://rdf.geohistoricaldata.org/def/directory#numEntry,4018594
http://rdf.geohistoricaldata.org/id/directories/entry/983478,http://rdf.geohistoricaldata.org/def/directory#numEntry,4018594
http://rdf.geohistoricaldata.org/id/directories/entry/983479,http://rdf.geohistoricaldata.org/def/directory#numEntry,4020154
http://rdf.geohistoricaldata.org/id/directories/entry/983480,http://rdf.geohistoricaldata.org/def/directory#numEntry,4026136
http://rdf.geohistoricaldata.org/id/directories/entry/983481,http://rdf.geohistoricaldata.org/def/directory#numEntry,4029113
http://rdf.geohistoricaldata.org/id/directories/entry/983482,http://rdf.geohistoricaldata.org/def/directory#numEntry,4035454
http://rdf.geohistoricaldata.org/id/directories/entry/983483,http://rdf.geohistoricaldata.org/def/directory#numEntry,4038946
http://rdf.geohistoricaldata.org/id/directories/entry/983484,http://rdf.geohistoricaldata.org/def/directory#numEntry,4039124
http://rdf.geohistoricaldata.org/id/directories/entry/983485,http://rdf.geohistoricaldata.org/def/directory#numEntry,4040782
http://rdf.geohistoricaldata.org/id/directories/entry/983486,http://rdf.geohistoricaldata.org/def/directory#numEntry,4041563
http://rdf.geohistoricaldata.org/id/directories/entry/983487,http://rdf.geohistoricaldata.org/def/directory#numEntry,4042783
http://rdf.geohistoricaldata.org/id/directories/entry/983488,http://rdf.geohistoricaldata.org/def/directory#numEntry,4049958
http://rdf.geohistoricaldata.org/id/directories/entry/983489,http://rdf.geohistoricaldata.org/def/directory#numEntry,4052827
http://rdf.geohistoricaldata.org/id/directories/entry/983490,http://rdf.geohistoricaldata.org/def/directory#numEntry,4052828
http://rdf.geohistoricaldata.org/id/directories/entry/983491,http://rdf.geohistoricaldata.org/def/directory#numEntry,4054759
http://rdf.geohistoricaldata.org/id/directories/entry/983492,http://rdf.geohistoricaldata.org/def/directory#numEntry,4054829
http://rdf.geohistoricaldata.org/id/directories/entry/983493,http://rdf.geohistoricaldata.org/def/directory#numEntry,4054860
http://rdf.geohistoricaldata.org/id/directories/entry/983494,http://rdf.geohistoricaldata.org/def/directory#numEntry,4056214
http://rdf.geohistoricaldata.org/id/directories/entry/983495,http://rdf.geohistoricaldata.org/def/directory#numEntry,4056237
http://rdf.geohistoricaldata.org/id/directories/entry/983496,http://rdf.geohistoricaldata.org/def/directory#numEntry,4058140
http://rdf.geohistoricaldata.org/id/directories/entry/983497,http://rdf.geohistoricaldata.org/def/directory#numEntry,4061195
http://rdf.geohistoricaldata.org/id/directories/entry/983498,http://rdf.geohistoricaldata.org/def/directory#numEntry,4061430
http://rdf.geohistoricaldata.org/id/directories/entry/983499,http://rdf.geohistoricaldata.org/def/directory#numEntry,4062349
http://rdf.geohistoricaldata.org/id/directories/entry/983500,http://rdf.geohistoricaldata.org/def/directory#numEntry,4063782
http://rdf.geohistoricaldata.org/id/directories/entry/983501,http://rdf.geohistoricaldata.org/def/directory#numEntry,4063783
http://rdf.geohistoricaldata.org/id/directories/entry/983502,http://rdf.geohistoricaldata.org/def/directory#numEntry,4068022
http://rdf.geohistoricaldata.org/id/directories/entry/983503,http://rdf.geohistoricaldata.org/def/directory#numEntry,4069847
http://rdf.geohistoricaldata.org/id/directories/entry/983504,http://rdf.geohistoricaldata.org/def/directory#numEntry,4069848
http://rdf.geohistoricaldata.org/id/directories/entry/983505,http://rdf.geohistoricaldata.org/def/directory#numEntry,4071054
http://rdf.geohistoricaldata.org/id/directories/entry/983506,http://rdf.geohistoricaldata.org/def/directory#numEntry,4072178
http://rdf.geohistoricaldata.org/id/directories/entry/983507,http://rdf.geohistoricaldata.org/def/directory#numEntry,4073052
http://rdf.geohistoricaldata.org/id/directories/entry/983508,http://rdf.geohistoricaldata.org/def/directory#numEntry,4073053
http://rdf.geohistoricaldata.org/id/directories/entry/983509,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074255
http://rdf.geohistoricaldata.org/id/directories/entry/983510,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074390
http://rdf.geohistoricaldata.org/id/directories/entry/983511,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074492
http://rdf.geohistoricaldata.org/id/directories/entry/983512,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074500
http://rdf.geohistoricaldata.org/id/directories/entry/983513,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074501
http://rdf.geohistoricaldata.org/id/directories/entry/983514,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074502
http://rdf.geohistoricaldata.org/id/directories/entry/983515,http://rdf.geohistoricaldata.org/def/directory#numEntry,4074503
http://rdf.geohistoricaldata.org/id/directories/entry/983516,http://rdf.geohistoricaldata.org/def/directory#numEntry,4075865
http://rdf.geohistoricaldata.org/id/directories/entry/983517,http://rdf.geohistoricaldata.org/def/directory#numEntry,4077700
http://rdf.geohistoricaldata.org/id/directories/entry/983518,http://rdf.geohistoricaldata.org/def/directory#numEntry,4077701
http://rdf.geohistoricaldata.org/id/directories/entry/983519,http://rdf.geohistoricaldata.org/def/directory#numEntry,4078752
http://rdf.geohistoricaldata.org/id/directories/entry/983520,http://rdf.geohistoricaldata.org/def/directory#numEntry,4078807
http://rdf.geohistoricaldata.org/id/directories/entry/983521,http://rdf.geohistoricaldata.org/def/directory#numEntry,4078829
http://rdf.geohistoricaldata.org/id/directories/entry/983522,http://rdf.geohistoricaldata.org/def/directory#numEntry,4079059
http://rdf.geohistoricaldata.org/id/directories/entry/983523,http://rdf.geohistoricaldata.org/def/directory#numEntry,4082363
http://rdf.geohistoricaldata.org/id/directories/entry/983524,http://rdf.geohistoricaldata.org/def/directory#numEntry,4084970
http://rdf.geohistoricaldata.org/id/directories/entry/983525,http://rdf.geohistoricaldata.org/def/directory#numEntry,4086435
http://rdf.geohistoricaldata.org/id/directories/entry/983526,http://rdf.geohistoricaldata.org/def/directory#numEntry,4087445
http://rdf.geohistoricaldata.org/id/directories/entry/983527,http://rdf.geohistoricaldata.org/def/directory#numEntry,4088639
http://rdf.geohistoricaldata.org/id/directories/entry/983528,http://rdf.geohistoricaldata.org/def/directory#numEntry,4089624
http://rdf.geohistoricaldata.org/id/directories/entry/983529,http://rdf.geohistoricaldata.org/def/directory#numEntry,4090101
http://rdf.geohistoricaldata.org/id/directories/entry/983530,http://rdf.geohistoricaldata.org/def/directory#numEntry,4096269
http://rdf.geohistoricaldata.org/id/directories/entry/983531,http://rdf.geohistoricaldata.org/def/directory#numEntry,4096286
http://rdf.geohistoricaldata.org/id/directories/entry/983532,http://rdf.geohistoricaldata.org/def/directory#numEntry,4098455
http://rdf.geohistoricaldata.org/id/directories/entry/983533,http://rdf.geohistoricaldata.org/def/directory#numEntry,4099290
http://rdf.geohistoricaldata.org/id/directories/entry/983534,http://rdf.geohistoricaldata.org/def/directory#numEntry,4099482
http://rdf.geohistoricaldata.org/id/directories/entry/983535,http://rdf.geohistoricaldata.org/def/directory#numEntry,4099955
http://rdf.geohistoricaldata.org/id/directories/entry/983536,http://rdf.geohistoricaldata.org/def/directory#numEntry,4099955
http://rdf.geohistoricaldata.org/id/directories/entry/983537,http://rdf.geohistoricaldata.org/def/directory#numEntry,4101357
http://rdf.geohistoricaldata.org/id/directories/entry/983538,http://rdf.geohistoricaldata.org/def/directory#numEntry,4104195
http://rdf.geohistoricaldata.org/id/directories/entry/983539,http://rdf.geohistoricaldata.org/def/directory#numEntry,4105507
http://rdf.geohistoricaldata.org/id/directories/entry/983540,http://rdf.geohistoricaldata.org/def/directory#numEntry,4109968
http://rdf.geohistoricaldata.org/id/directories/entry/983541,http://rdf.geohistoricaldata.org/def/directory#numEntry,4111142
http://rdf.geohistoricaldata.org/id/directories/entry/983542,http://rdf.geohistoricaldata.org/def/directory#numEntry,4111143
http://rdf.geohistoricaldata.org/id/directories/entry/983543,http://rdf.geohistoricaldata.org/def/directory#numEntry,4113594
http://rdf.geohistoricaldata.org/id/directories/entry/983544,http://rdf.geohistoricaldata.org/def/directory#numEntry,4114671
http://rdf.geohistoricaldata.org/id/directories/entry/983545,http://rdf.geohistoricaldata.org/def/directory#numEntry,4115379
http://rdf.geohistoricaldata.org/id/directories/entry/983546,http://rdf.geohistoricaldata.org/def/directory#numEntry,4115804
http://rdf.geohistoricaldata.org/id/directories/entry/983547,http://rdf.geohistoricaldata.org/def/directory#numEntry,4115804
http://rdf.geohistoricaldata.org/id/directories/entry/983548,http://rdf.geohistoricaldata.org/def/directory#numEntry,4117461
http://rdf.geohistoricaldata.org/id/directories/entry/983549,http://rdf.geohistoricaldata.org/def/directory#numEntry,4117462
http://rdf.geohistoricaldata.org/id/directories/entry/983550,http://rdf.geohistoricaldata.org/def/directory#numEntry,4120803
http://rdf.geohistoricaldata.org/id/directories/entry/983551,http://rdf.geohistoricaldata.org/def/directory#numEntry,4122690
http://rdf.geohistoricaldata.org/id/directories/entry/983552,http://rdf.geohistoricaldata.org/def/directory#numEntry,4123680
http://rdf.geohistoricaldata.org/id/directories/entry/983553,http://rdf.geohistoricaldata.org/def/directory#numEntry,4123790
http://rdf.geohistoricaldata.org/id/directories/entry/983554,http://rdf.geohistoricaldata.org/def/directory#numEntry,4124017
http://rdf.geohistoricaldata.org/id/directories/entry/983555,http://rdf.geohistoricaldata.org/def/directory#numEntry,4124222
http://rdf.geohistoricaldata.org/id/directories/entry/983556,http://rdf.geohistoricaldata.org/def/directory#numEntry,4127836
http://rdf.geohistoricaldata.org/id/directories/entry/983557,http://rdf.geohistoricaldata.org/def/directory#numEntry,4127836
http://rdf.geohistoricaldata.org/id/directories/entry/983558,http://rdf.geohistoricaldata.org/def/directory#numEntry,4128179
http://rdf.geohistoricaldata.org/id/directories/entry/983559,http://rdf.geohistoricaldata.org/def/directory#numEntry,4128318
http://rdf.geohistoricaldata.org/id/directories/entry/983560,http://rdf.geohistoricaldata.org/def/directory#numEntry,4128709
http://rdf.geohistoricaldata.org/id/directories/entry/983561,http://rdf.geohistoricaldata.org/def/directory#numEntry,4129023
http://rdf.geohistoricaldata.org/id/directories/entry/983562,http://rdf.geohistoricaldata.org/def/directory#numEntry,4129440
http://rdf.geohistoricaldata.org/id/directories/entry/983563,http://rdf.geohistoricaldata.org/def/directory#numEntry,4129686
http://rdf.geohistoricaldata.org/id/directories/entry/983564,http://rdf.geohistoricaldata.org/def/directory#numEntry,4130475
http://rdf.geohistoricaldata.org/id/directories/entry/983565,http://rdf.geohistoricaldata.org/def/directory#numEntry,4134433
http://rdf.geohistoricaldata.org/id/directories/entry/983566,http://rdf.geohistoricaldata.org/def/directory#numEntry,4138169
http://rdf.geohistoricaldata.org/id/directories/entry/983567,http://rdf.geohistoricaldata.org/def/directory#numEntry,4139534
http://rdf.geohistoricaldata.org/id/directories/entry/983568,http://rdf.geohistoricaldata.org/def/directory#numEntry,4141068
http://rdf.geohistoricaldata.org/id/directories/entry/983569,http://rdf.geohistoricaldata.org/def/directory#numEntry,4141069
http://rdf.geohistoricaldata.org/id/directories/entry/983570,http://rdf.geohistoricaldata.org/def/directory#numEntry,4141610
http://rdf.geohistoricaldata.org/id/directories/entry/983571,http://rdf.geohistoricaldata.org/def/directory#numEntry,4142575
http://rdf.geohistoricaldata.org/id/directories/entry/983572,http://rdf.geohistoricaldata.org/def/directory#numEntry,4144763
http://rdf.geohistoricaldata.org/id/directories/entry/983573,http://rdf.geohistoricaldata.org/def/directory#numEntry,4145219
http://rdf.geohistoricaldata.org/id/directories/entry/983574,http://rdf.geohistoricaldata.org/def/directory#numEntry,4150278
http://rdf.geohistoricaldata.org/id/directories/entry/983575,http://rdf.geohistoricaldata.org/def/directory#numEntry,4152621
http://rdf.geohistoricaldata.org/id/directories/entry/983576,http://rdf.geohistoricaldata.org/def/directory#numEntry,4153079
http://rdf.geohistoricaldata.org/id/directories/entry/983577,http://rdf.geohistoricaldata.org/def/directory#numEntry,4155920
http://rdf.geohistoricaldata.org/id/directories/entry/983578,http://rdf.geohistoricaldata.org/def/directory#numEntry,4157628
http://rdf.geohistoricaldata.org/id/directories/entry/983579,http://rdf.geohistoricaldata.org/def/directory#numEntry,4159721
http://rdf.geohistoricaldata.org/id/directories/entry/983580,http://rdf.geohistoricaldata.org/def/directory#numEntry,4160357
http://rdf.geohistoricaldata.org/id/directories/entry/983581,http://rdf.geohistoricaldata.org/def/directory#numEntry,4160745
http://rdf.geohistoricaldata.org/id/directories/entry/983582,http://rdf.geohistoricaldata.org/def/directory#numEntry,4162004
http://rdf.geohistoricaldata.org/id/directories/entry/983583,http://rdf.geohistoricaldata.org/def/directory#numEntry,4162611
http://rdf.geohistoricaldata.org/id/directories/entry/983584,http://rdf.geohistoricaldata.org/def/directory#numEntry,4162611
http://rdf.geohistoricaldata.org/id/directories/entry/983585,http://rdf.geohistoricaldata.org/def/directory#numEntry,4163058
http://rdf.geohistoricaldata.org/id/directories/entry/983586,http://rdf.geohistoricaldata.org/def/directory#numEntry,4165074
http://rdf.geohistoricaldata.org/id/directories/entry/983587,http://rdf.geohistoricaldata.org/def/directory#numEntry,4168025
http://rdf.geohistoricaldata.org/id/directories/entry/983588,http://rdf.geohistoricaldata.org/def/directory#numEntry,4168198
http://rdf.geohistoricaldata.org/id/directories/entry/983589,http://rdf.geohistoricaldata.org/def/directory#numEntry,4168888
http://rdf.geohistoricaldata.org/id/directories/entry/983590,http://rdf.geohistoricaldata.org/def/directory#numEntry,4168888
http://rdf.geohistoricaldata.org/id/directories/entry/983591,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169127
http://rdf.geohistoricaldata.org/id/directories/entry/983592,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169128
http://rdf.geohistoricaldata.org/id/directories/entry/983593,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169791
http://rdf.geohistoricaldata.org/id/directories/entry/983594,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169792
http://rdf.geohistoricaldata.org/id/directories/entry/983595,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169793
http://rdf.geohistoricaldata.org/id/directories/entry/983596,http://rdf.geohistoricaldata.org/def/directory#numEntry,4169793
http://rdf.geohistoricaldata.org/id/directories/entry/983597,http://rdf.geohistoricaldata.org/def/directory#numEntry,4170398
http://rdf.geohistoricaldata.org/id/directories/entry/983598,http://rdf.geohistoricaldata.org/def/directory#numEntry,4170623
http://rdf.geohistoricaldata.org/id/directories/entry/983599,http://rdf.geohistoricaldata.org/def/directory#numEntry,4171014
http://rdf.geohistoricaldata.org/id/directories/entry/983600,http://rdf.geohistoricaldata.org/def/directory#numEntry,4171305
http://rdf.geohistoricaldata.org/id/directories/entry/983601,http://rdf.geohistoricaldata.org/def/directory#numEntry,4173791
http://rdf.geohistoricaldata.org/id/directories/entry/983602,http://rdf.geohistoricaldata.org/def/directory#numEntry,4173794
http://rdf.geohistoricaldata.org/id/directories/entry/983603,http://rdf.geohistoricaldata.org/def/directory#numEntry,4173795
http://rdf.geohistoricaldata.org/id/directories/entry/983604,http://rdf.geohistoricaldata.org/def/directory#numEntry,4173796
http://rdf.geohistoricaldata.org/id/directories/entry/983605,http://rdf.geohistoricaldata.org/def/directory#numEntry,4174578
http://rdf.geohistoricaldata.org/id/directories/entry/983606,http://rdf.geohistoricaldata.org/def/directory#numEntry,4175010
http://rdf.geohistoricaldata.org/id/directories/entry/983607,http://rdf.geohistoricaldata.org/def/directory#numEntry,4176868
http://rdf.geohistoricaldata.org/id/directories/entry/983608,http://rdf.geohistoricaldata.org/def/directory#numEntry,4176869
http://rdf.geohistoricaldata.org/id/directories/entry/983609,http://rdf.geohistoricaldata.org/def/directory#numEntry,4176870
http://rdf.geohistoricaldata.org/id/directories/entry/983610,http://rdf.geohistoricaldata.org/def/directory#numEntry,4176871
http://rdf.geohistoricaldata.org/id/directories/entry/983611,http://rdf.geohistoricaldata.org/def/directory#numEntry,4176872
http://rdf.geohistoricaldata.org/id/directories/entry/983612,http://rdf.geohistoricaldata.org/def/directory#numEntry,4177840
http://rdf.geohistoricaldata.org/id/directories/entry/983613,http://rdf.geohistoricaldata.org/def/directory#numEntry,4178404
http://rdf.geohistoricaldata.org/id/directories/entry/983614,http://rdf.geohistoricaldata.org/def/directory#numEntry,4180838
http://rdf.geohistoricaldata.org/id/directories/entry/983615,http://rdf.geohistoricaldata.org/def/directory#numEntry,4187005
http://rdf.geohistoricaldata.org/id/directories/entry/983616,http://rdf.geohistoricaldata.org/def/directory#numEntry,4187918
http://rdf.geohistoricaldata.org/id/directories/entry/983617,http://rdf.geohistoricaldata.org/def/directory#numEntry,4187919
http://rdf.geohistoricaldata.org/id/directories/entry/983618,http://rdf.geohistoricaldata.org/def/directory#numEntry,4190604
http://rdf.geohistoricaldata.org/id/directories/entry/983619,http://rdf.geohistoricaldata.org/def/directory#numEntry,4191757
http://rdf.geohistoricaldata.org/id/directories/entry/983620,http://rdf.geohistoricaldata.org/def/directory#numEntry,4193643
http://rdf.geohistoricaldata.org/id/directories/entry/983621,http://rdf.geohistoricaldata.org/def/directory#numEntry,4193892
http://rdf.geohistoricaldata.org/id/directories/entry/983622,http://rdf.geohistoricaldata.org/def/directory#numEntry,4193893
http://rdf.geohistoricaldata.org/id/directories/entry/983623,http://rdf.geohistoricaldata.org/def/directory#numEntry,4195217
http://rdf.geohistoricaldata.org/id/directories/entry/983624,http://rdf.geohistoricaldata.org/def/directory#numEntry,4195324
http://rdf.geohistoricaldata.org/id/directories/entry/983625,http://rdf.geohistoricaldata.org/def/directory#numEntry,4197603
http://rdf.geohistoricaldata.org/id/directories/entry/983626,http://rdf.geohistoricaldata.org/def/directory#numEntry,4200189
http://rdf.geohistoricaldata.org/id/directories/entry/983627,http://rdf.geohistoricaldata.org/def/directory#numEntry,4201765
http://rdf.geohistoricaldata.org/id/directories/entry/983628,http://rdf.geohistoricaldata.org/def/directory#numEntry,4201766
http://rdf.geohistoricaldata.org/id/directories/entry/983629,http://rdf.geohistoricaldata.org/def/directory#numEntry,4203229
http://rdf.geohistoricaldata.org/id/directories/entry/983630,http://rdf.geohistoricaldata.org/def/directory#numEntry,4203308
http://rdf.geohistoricaldata.org/id/directories/entry/983631,http://rdf.geohistoricaldata.org/def/directory#numEntry,4207859
http://rdf.geohistoricaldata.org/id/directories/entry/983632,http://rdf.geohistoricaldata.org/def/directory#numEntry,4208217
http://rdf.geohistoricaldata.org/id/directories/entry/983633,http://rdf.geohistoricaldata.org/def/directory#numEntry,4214912
http://rdf.geohistoricaldata.org/id/directories/entry/983634,http://rdf.geohistoricaldata.org/def/directory#numEntry,4214912
http://rdf.geohistoricaldata.org/id/directories/entry/983635,http://rdf.geohistoricaldata.org/def/directory#numEntry,4214912
http://rdf.geohistoricaldata.org/id/directories/entry/983636,http://rdf.geohistoricaldata.org/def/directory#numEntry,4216678
http://rdf.geohistoricaldata.org/id/directories/entry/983637,http://rdf.geohistoricaldata.org/def/directory#numEntry,4217449
http://rdf.geohistoricaldata.org/id/directories/entry/983638,http://rdf.geohistoricaldata.org/def/directory#numEntry,4219727
http://rdf.geohistoricaldata.org/id/directories/entry/983639,http://rdf.geohistoricaldata.org/def/directory#numEntry,4219737
http://rdf.geohistoricaldata.org/id/directories/entry/983640,http://rdf.geohistoricaldata.org/def/directory#numEntry,4221801
http://rdf.geohistoricaldata.org/id/directories/entry/983641,http://rdf.geohistoricaldata.org/def/directory#numEntry,4221963
http://rdf.geohistoricaldata.org/id/directories/entry/983642,http://rdf.geohistoricaldata.org/def/directory#numEntry,4223895
http://rdf.geohistoricaldata.org/id/directories/entry/983643,http://rdf.geohistoricaldata.org/def/directory#numEntry,4228651
http://rdf.geohistoricaldata.org/id/directories/entry/983644,http://rdf.geohistoricaldata.org/def/directory#numEntry,4232382
http://rdf.geohistoricaldata.org/id/directories/entry/983645,http://rdf.geohistoricaldata.org/def/directory#numEntry,4232432
http://rdf.geohistoricaldata.org/id/directories/entry/983646,http://rdf.geohistoricaldata.org/def/directory#numEntry,4234035
http://rdf.geohistoricaldata.org/id/directories/entry/983647,http://rdf.geohistoricaldata.org/def/directory#numEntry,4234061
http://rdf.geohistoricaldata.org/id/directories/entry/983648,http://rdf.geohistoricaldata.org/def/directory#numEntry,4234062
http://rdf.geohistoricaldata.org/id/directories/entry/983649,http://rdf.geohistoricaldata.org/def/directory#numEntry,4234183
http://rdf.geohistoricaldata.org/id/directories/entry/983650,http://rdf.geohistoricaldata.org/def/directory#numEntry,4234184
http://rdf.geohistoricaldata.org/id/directories/entry/983651,http://rdf.geohistoricaldata.org/def/directory#numEntry,4235239
